Id,ActivityDay,StepTotal,Day of Week,Calories,SedentaryMinutes,LightlyActiveMinutes,FairlyActiveMinutes,VeryActiveMinutes,SedentaryActiveDistance,LightActiveDistance,ModeratelyActiveDistance,VeryActiveDistance
user_eleven,4/21/2016,8857,Thursday,2124,1037,376,9,18,0,4.64,0.26,1.15
user_eleven,4/22/2016,3843,Friday,1669,1234,206,0,0,0,2.61,0.00,0.00
user_eleven,4/23/2016,7396,Saturday,1995,1115,303,2,20,0,3.58,0.08,1.40
user_eleven,4/24/2016,6731,Sunday,1921,1127,292,7,14,0,3.49,0.19,0.89
user_eleven,4/25/2016,5995,Monday,2010,1024,416,0,0,0,4.09,0.00,0.00
user_eleven,4/26/2016,8283,Tuesday,2057,1083,333,2,22,0,3.87,0.05,1.85
user_eleven,4/27/2016,7904,Wednesday,2095,1057,346,13,24,0,3.19,0.63,1.58
user_eleven,4/28/2016,5512,Thursday,1972,1055,385,0,0,0,3.76,0.00,0.00
user_eleven,4/29/2016,9135,Friday,2044,1038,402,0,0,0,6.22,0.00,0.00
user_eleven,4/30/2016,5250,Saturday,1946,1119,300,4,17,0,2.42,0.09,1.06
user_eleven,5/1/2016,3077,Sunday,1237,842,172,0,0,0,2.09,0.00,0.00
user_twelve,4/12/2016,8856,Tuesday,1450,777,131,19,44,0,2.01,0.91,3.06
user_twelve,4/13/2016,10035,Wednesday,1495,754,153,46,31,0,2.55,2.13,2.03
user_twelve,4/14/2016,7641,Thursday,1433,801,214,23,5,0,3.82,0.97,0.32
user_twelve,4/15/2016,9010,Friday,1468,644,183,42,15,0,3.26,1.75,1.05
user_twelve,4/16/2016,13459,Saturday,1625,663,153,83,31,0,2.97,4.00,2.03
user_twelve,4/17/2016,10415,Sunday,1529,600,205,58,11,0,3.92,2.35,0.70
user_twelve,4/18/2016,11663,Monday,1584,605,214,95,4,0,3.82,3.73,0.25
user_twelve,4/19/2016,12414,Tuesday,1638,738,221,67,19,0,3.96,2.45,2.24
user_twelve,4/20/2016,11658,Wednesday,1554,845,164,98,2,0,3.28,4.35,0.20
user_twelve,4/21/2016,6093,Thursday,1397,712,242,0,0,0,4.06,0.00,0.00
user_twelve,4/22/2016,8911,Friday,1481,731,188,12,33,0,3.06,0.58,2.33
user_twelve,4/23/2016,12058,Saturday,1638,724,252,92,0,0,3.85,4.22,0.00
user_twelve,4/24/2016,14112,Sunday,1655,660,129,95,30,0,2.17,4.56,3.27
user_twelve,4/25/2016,11177,Monday,1570,781,133,9,50,0,2.41,0.43,5.62
user_twelve,4/26/2016,11388,Tuesday,1551,797,170,95,7,0,2.95,4.22,0.45
user_twelve,4/27/2016,7193,Wednesday,1377,714,176,10,0,0,4.62,0.42,0.00
user_twelve,4/28/2016,7114,Thursday,1407,804,190,8,15,0,3.22,0.29,1.37
user_twelve,4/29/2016,10645,Friday,1545,744,150,32,36,0,2.71,1.30,3.74
user_twelve,4/30/2016,13238,Saturday,1650,687,194,52,43,0,3.41,2.10,3.69
user_twelve,5/1/2016,10414,Sunday,1501,691,124,40,41,0,2.41,1.98,2.67
user_twelve,5/2/2016,16520,Monday,1760,713,176,143,24,0,3.02,6.48,1.54
user_twelve,5/3/2016,14335,Tuesday,1710,594,258,41,47,0,4.53,1.74,3.32
user_twelve,5/4/2016,13559,Wednesday,1628,852,142,96,14,0,2.89,4.58,1.81
user_twelve,5/5/2016,12312,Thursday,1618,680,178,88,14,0,2.71,4.11,1.76
user_twelve,5/6/2016,11677,Friday,1590,676,168,55,29,0,2.67,2.51,3.11
user_twelve,5/7/2016,11550,Saturday,1574,703,208,86,0,0,3.59,4.13,0.00
user_twelve,5/8/2016,13585,Sunday,1633,688,171,116,9,0,3.17,5.24,0.68
user_twelve,5/9/2016,14687,Monday,1667,1159,151,122,8,0,3.55,5.60,0.77
user_twelve,5/10/2016,13072,Tuesday,1630,676,196,115,1,0,3.31,5.40,0.07
user_twelve,5/11/2016,746,Wednesday,52,13,9,0,4,0,0.13,0.00,0.37
user_thirteen,4/12/2016,8539,Tuesday,3654,712,331,15,4,0,5.68,0.24,0.15
user_thirteen,4/13/2016,0,Wednesday,1981,1440,0,0,0,0,0.00,0.00,0.00
user_thirteen,4/14/2016,108,Thursday,2011,1437,3,0,0,0,0.03,0.00,0.00
user_thirteen,4/15/2016,1882,Friday,2951,1299,87,18,36,0,0.77,0.36,0.21
user_thirteen,4/16/2016,1982,Saturday,3051,1222,55,21,65,0,0.59,0.37,0.45
user_thirteen,4/17/2016,16,Sunday,1990,1438,2,0,0,0,0.01,0.00,0.00
user_thirteen,4/18/2016,62,Monday,1995,1438,2,0,0,0,0.04,0.00,0.00
user_thirteen,4/19/2016,0,Tuesday,1980,1440,0,0,0,0,0.00,0.00,0.00
user_thirteen,4/20/2016,0,Wednesday,1980,1440,0,0,0,0,0.00,0.00,0.00
user_thirteen,4/21/2016,0,Thursday,1980,1440,0,0,0,0,0.00,0.00,0.00
user_thirteen,4/22/2016,0,Friday,1980,1440,0,0,0,0,0.00,0.00,0.00
user_thirteen,4/23/2016,0,Saturday,1980,1440,0,0,0,0,0.00,0.00,0.00
user_thirteen,4/24/2016,0,Sunday,1980,1440,0,0,0,0,0.00,0.00,0.00
user_thirteen,4/25/2016,0,Monday,1980,1440,0,0,0,0,0.00,0.00,0.00
user_thirteen,4/26/2016,0,Tuesday,1980,1440,0,0,0,0,0.00,0.00,0.00
user_thirteen,4/27/2016,0,Wednesday,1980,1440,0,0,0,0,0.00,0.00,0.00
user_thirteen,4/28/2016,0,Thursday,1980,1440,0,0,0,0,0.00,0.00,0.00
user_thirteen,4/29/2016,0,Friday,1980,1440,0,0,0,0,0.00,0.00,0.00
user_thirteen,4/30/2016,0,Saturday,1980,1440,0,0,0,0,0.00,0.00,0.00
user_thirteen,5/1/2016,0,Sunday,1980,1440,0,0,0,0,0.00,0.00,0.00
user_thirteen,5/2/2016,475,Monday,2207,1350,31,11,0,0,0.29,0.04,0.00
user_thirteen,5/3/2016,4496,Tuesday,2828,950,174,0,0,0,3.15,0.00,0.00
user_thirteen,5/4/2016,10252,Wednesday,3879,531,346,46,13,0,5.58,1.04,0.67
user_thirteen,5/5/2016,11728,Thursday,3429,916,196,42,38,0,4.04,1.68,2.62
user_thirteen,5/6/2016,4369,Friday,2704,855,177,0,0,0,3.10,0.00,0.00
user_thirteen,5/7/2016,6132,Saturday,2975,1256,184,0,0,0,3.58,0.00,0.00
user_thirteen,5/8/2016,5862,Sunday,3089,775,263,0,0,0,4.15,0.00,0.00
user_thirteen,5/9/2016,4556,Monday,2785,1225,173,5,3,0,2.94,0.12,0.20
user_thirteen,5/10/2016,5546,Tuesday,2926,774,206,0,0,0,3.87,0.00,0.00
user_thirteen,5/11/2016,3689,Wednesday,2645,1296,134,8,2,0,2.33,0.17,0.11
user_thirteen,5/12/2016,590,Thursday,1120,721,21,0,0,0,0.41,0.00,0.00
user_fourteen,4/12/2016,5394,Tuesday,2286,1276,164,0,0,0,3.94,0.00,0.00
user_fourteen,4/13/2016,5974,Wednesday,2306,1280,160,0,0,0,4.37,0.00,0.00
user_fourteen,4/14/2016,0,Thursday,1776,1440,0,0,0,0,0.00,0.00,0.00
user_fourteen,4/15/2016,3984,Friday,1527,873,88,6,3,0,2.44,0.26,0.21
user_fifteen,4/12/2016,7753,Tuesday,2115,1440,0,0,0,0,0.00,0.00,0.00
user_fifteen,4/13/2016,8204,Wednesday,2135,1234,96,15,8,0,1.31,0.59,0.53
user_fifteen,4/14/2016,10210,Thursday,2302,589,339,9,1,0,6.44,0.33,0.11
user_fifteen,4/15/2016,5664,Friday,1985,752,228,0,0,0,3.80,0.00,0.00
user_fifteen,4/16/2016,4744,Saturday,1884,724,194,0,0,0,3.18,0.00,0.00
user_fifteen,4/17/2016,29,Sunday,1464,1363,3,0,0,0,0.02,0.00,0.00
user_fifteen,4/18/2016,2276,Monday,1632,824,58,9,1,0,1.12,0.33,0.07
user_fifteen,4/19/2016,8925,Tuesday,2200,604,311,0,0,0,5.99,0.00,0.00
user_fifteen,4/20/2016,8954,Wednesday,2220,671,306,18,0,0,5.31,0.68,0.00
user_fifteen,4/21/2016,3702,Thursday,1792,1265,34,0,0,0,0.35,0.00,0.00
user_fifteen,4/22/2016,4500,Friday,1886,709,176,19,1,0,2.15,0.81,0.06
user_fifteen,4/23/2016,4935,Saturday,1945,546,233,0,0,0,3.31,0.00,0.00
user_fifteen,4/24/2016,4081,Sunday,1880,692,191,5,1,0,2.47,0.20,0.06
user_fifteen,4/25/2016,9259,Monday,2314,544,390,8,0,0,5.93,0.28,0.00
user_fifteen,4/26/2016,9899,Tuesday,2236,649,288,21,8,0,5.15,0.92,0.57
user_fifteen,4/27/2016,10780,Wednesday,2324,680,300,47,6,0,4.91,1.92,0.41
user_fifteen,4/28/2016,10817,Thursday,2367,552,359,8,13,0,5.94,0.33,1.01
user_fifteen,4/29/2016,7990,Friday,2175,624,289,18,6,0,4.12,0.79,0.45
user_fifteen,4/30/2016,8221,Saturday,2092,695,196,38,6,0,3.51,1.61,0.40
user_fifteen,5/1/2016,1251,Sunday,1593,836,67,0,0,0,0.84,0.00,0.00
user_fifteen,5/2/2016,9261,Monday,2270,585,344,11,0,0,5.71,0.44,0.00
user_fifteen,5/3/2016,9648,Tuesday,2235,669,287,26,8,0,4.83,1.07,0.58
user_fifteen,5/4/2016,10429,Wednesday,2282,1106,313,13,8,0,5.85,0.58,0.59
user_fifteen,5/5/2016,13658,Thursday,2530,957,328,34,27,0,5.45,1.41,2.63
user_fifteen,5/6/2016,9524,Friday,2266,692,314,11,6,0,5.46,0.47,0.41
user_fifteen,5/7/2016,7937,Saturday,2158,586,279,28,3,0,4.08,1.05,0.19
user_fifteen,5/8/2016,3672,Sunday,1792,603,153,0,0,0,2.46,0.00,0.00
user_fifteen,5/9/2016,10378,Monday,2345,490,374,14,2,0,6.25,0.56,0.14
user_fifteen,5/10/2016,9487,Tuesday,2260,555,329,12,3,0,5.70,0.46,0.21
user_fifteen,5/11/2016,9129,Wednesday,2232,574,311,18,3,0,5.18,0.74,0.20
user_fifteen,5/12/2016,17,Thursday,257,0,2,0,0,0,0.01,0.00,0.00
user_sixteen,4/12/2016,10122,Tuesday,2955,1440,0,0,0,0,0.00,0.00,0.00
user_sixteen,4/13/2016,10993,Wednesday,3092,1275,150,14,1,0,3.88,0.63,0.06
user_sixteen,4/14/2016,8863,Thursday,2998,945,219,35,10,0,5.62,1.07,0.13
user_sixteen,4/15/2016,8758,Friday,3066,837,299,0,0,0,6.73,0.00,0.00
user_sixteen,4/16/2016,6580,Saturday,3073,609,253,9,6,0,4.45,0.40,0.21
user_sixteen,4/17/2016,4660,Sunday,2572,721,201,0,0,0,3.58,0.00,0.00
user_sixteen,4/18/2016,11009,Monday,3274,1017,239,8,27,0,5.14,0.40,3.56
user_sixteen,4/19/2016,10181,Tuesday,3015,704,249,16,20,0,5.77,0.69,1.37
user_sixteen,4/20/2016,10553,Wednesday,3083,696,228,42,19,0,5.29,1.72,1.10
user_sixteen,4/21/2016,10055,Thursday,3069,853,272,12,7,0,6.98,0.39,0.37
user_sixteen,4/22/2016,12139,Friday,3544,945,220,25,77,0,4.92,1.11,3.30
user_sixteen,4/23/2016,13236,Saturday,3306,749,215,5,58,0,5.35,0.32,4.50
user_sixteen,4/24/2016,10243,Sunday,2885,584,239,8,14,0,6.30,0.51,1.08
user_sixteen,4/25/2016,12961,Monday,3288,1054,301,31,11,0,7.84,1.40,0.73
user_sixteen,4/26/2016,9461,Tuesday,2929,673,224,23,14,0,5.27,1.06,0.94
user_sixteen,4/27/2016,11193,Wednesday,3074,684,241,48,11,0,5.39,2.51,0.70
user_sixteen,4/28/2016,10074,Thursday,2969,878,234,9,19,0,6.03,0.43,1.29
user_sixteen,4/29/2016,9232,Friday,2979,1175,236,16,13,0,5.42,0.89,0.80
user_sixteen,4/30/2016,12533,Saturday,3283,537,300,43,14,0,6.94,2.00,0.70
user_sixteen,5/1/2016,10255,Sunday,2926,579,241,15,12,0,6.20,0.68,1.01
user_sixteen,5/2/2016,10096,Monday,3147,935,204,4,33,0,4.55,0.08,3.77
user_sixteen,5/3/2016,12727,Tuesday,3290,984,306,18,18,0,7.88,0.78,1.13
user_sixteen,5/4/2016,12375,Wednesday,3162,632,251,21,35,0,5.80,0.93,2.79
user_sixteen,5/5/2016,9603,Thursday,2899,896,199,39,12,0,5.09,1.67,0.63
user_sixteen,5/6/2016,13175,Friday,3425,1100,262,45,33,0,5.93,2.09,2.11
user_sixteen,5/7/2016,22770,Saturday,4022,508,260,56,120,0,5.33,2.77,9.45
user_sixteen,5/8/2016,17298,Sunday,3934,576,178,38,107,0,3.23,1.26,9.89
user_sixteen,5/9/2016,10218,Monday,3013,1020,258,19,6,0,6.79,0.73,0.34
user_sixteen,5/10/2016,10299,Tuesday,3061,648,267,14,13,0,6.46,0.65,0.81
user_sixteen,5/11/2016,10201,Wednesday,2954,858,256,18,8,0,6.53,0.79,0.53
user_sixteen,5/12/2016,3369,Thursday,1623,825,108,0,0,0,2.59,0.00,0.00
user_seventeen,4/12/2016,3276,Tuesday,2113,787,196,0,0,0,2.20,0.00,0.00
user_seventeen,4/13/2016,2961,Wednesday,2095,840,194,0,0,0,1.99,0.00,0.00
user_seventeen,4/14/2016,3974,Thursday,2194,717,231,0,0,0,2.67,0.00,0.00
user_seventeen,4/15/2016,7198,Friday,2496,711,350,0,0,0,4.83,0.00,0.00
user_seventeen,4/16/2016,3945,Saturday,2180,716,225,0,0,0,2.65,0.00,0.00
user_seventeen,4/17/2016,2268,Sunday,1933,1219,114,0,0,0,1.52,0.00,0.00
user_seventeen,4/18/2016,6155,Monday,2248,1247,162,6,25,0,1.95,0.29,2.00
user_seventeen,4/19/2016,2064,Tuesday,1954,895,121,0,0,0,1.39,0.00,0.00
user_seventeen,4/20/2016,2072,Wednesday,1974,841,137,0,0,0,1.39,0.00,0.00
user_seventeen,4/21/2016,3809,Thursday,2150,756,215,0,0,0,2.54,0.00,0.00
user_seventeen,4/22/2016,6831,Friday,2432,706,317,0,0,0,4.58,0.00,0.00
user_seventeen,4/23/2016,4363,Saturday,2149,1239,201,0,0,0,2.93,0.00,0.00
user_seventeen,4/24/2016,5002,Sunday,2247,1196,244,0,0,0,3.36,0.00,0.00
user_seventeen,4/25/2016,3385,Monday,2070,916,179,0,0,0,2.27,0.00,0.00
user_seventeen,4/26/2016,6326,Tuesday,2291,839,180,1,29,0,1.96,0.04,2.41
user_seventeen,4/27/2016,7243,Wednesday,2361,839,194,1,32,0,2.38,0.03,2.62
user_seventeen,4/28/2016,4493,Thursday,2203,762,236,0,0,0,3.01,0.00,0.00
user_seventeen,4/29/2016,4676,Friday,2196,1106,226,0,0,0,3.13,0.00,0.00
user_seventeen,4/30/2016,6222,Saturday,2363,797,290,0,0,0,4.18,0.00,0.00
user_seventeen,5/1/2016,5232,Sunday,2246,741,240,0,0,0,3.51,0.00,0.00
user_seventeen,5/2/2016,6910,Monday,2336,667,200,4,27,0,2.35,0.19,2.21
user_seventeen,5/3/2016,7502,Tuesday,2421,725,233,2,30,0,2.58,0.11,2.48
user_seventeen,5/4/2016,2923,Wednesday,2070,897,180,0,0,0,1.96,0.00,0.00
user_seventeen,5/5/2016,3800,Thursday,2120,734,185,6,2,0,2.18,0.24,0.12
user_seventeen,5/6/2016,4514,Friday,2211,809,229,0,0,0,3.03,0.00,0.00
user_seventeen,5/7/2016,5183,Saturday,2123,866,108,4,26,0,1.25,0.19,2.13
user_seventeen,5/8/2016,7303,Sunday,2423,733,308,8,0,0,4.65,0.25,0.00
user_seventeen,5/9/2016,5275,Monday,2281,641,266,0,0,0,3.54,0.00,0.00
user_seventeen,5/10/2016,3915,Tuesday,2181,783,231,0,0,0,2.63,0.00,0.00
user_seventeen,5/11/2016,9105,Wednesday,2499,622,232,22,34,0,2.86,1.00,2.25
user_seventeen,5/12/2016,768,Thursday,1212,380,58,0,0,0,0.52,0.00,0.00
user_eighteen,4/12/2016,5135,Tuesday,1909,1122,318,0,0,0,3.39,0.00,0.00
user_eighteen,4/13/2016,4978,Wednesday,1722,1287,127,7,19,0,1.61,0.44,1.24
user_eighteen,4/14/2016,6799,Thursday,1922,1161,279,0,0,0,4.49,0.00,0.00
user_eighteen,4/15/2016,7795,Friday,2121,1131,262,30,17,0,3.73,0.84,0.59
user_eighteen,4/16/2016,7289,Saturday,1997,1112,308,12,8,0,3.50,0.75,0.55
user_eighteen,4/17/2016,9634,Sunday,2117,1110,304,19,7,0,4.71,1.14,0.55
user_eighteen,4/18/2016,8940,Monday,2116,1080,331,15,14,0,4.00,0.93,0.98
user_eighteen,4/19/2016,5401,Tuesday,1876,1182,248,9,1,0,3.16,0.36,0.05
user_eighteen,4/20/2016,4803,Wednesday,1788,1218,222,0,0,0,3.17,0.00,0.00
user_eighteen,4/21/2016,13743,Thursday,2486,844,432,21,6,0,7.70,0.97,0.42
user_eighteen,4/22/2016,9601,Friday,2094,1122,273,25,20,0,3.47,1.50,1.37
user_eighteen,4/23/2016,6890,Saturday,2085,1122,308,5,5,0,4.01,0.20,0.34
user_eighteen,4/24/2016,8563,Sunday,2173,1045,395,0,0,0,5.65,0.00,0.00
user_eighteen,4/25/2016,8095,Monday,2225,993,340,10,18,0,4.51,0.25,0.59
user_eighteen,4/26/2016,9148,Tuesday,2223,1062,283,41,12,0,3.59,2.03,0.43
user_eighteen,4/27/2016,9557,Wednesday,2098,1087,312,14,27,0,3.46,0.89,1.96
user_eighteen,4/28/2016,9451,Thursday,2185,985,367,11,1,0,5.95,0.27,0.02
user_eighteen,4/29/2016,7833,Friday,1918,1096,197,29,15,0,2.31,1.85,1.02
user_eighteen,4/30/2016,10319,Saturday,2105,1111,293,29,7,0,4.46,1.89,0.47
user_eighteen,5/1/2016,3428,Sunday,1692,1121,190,0,0,0,2.27,0.00,0.00
user_eighteen,5/2/2016,7891,Monday,2066,1057,383,0,0,0,5.22,0.00,0.00
user_eighteen,5/3/2016,5267,Tuesday,1953,1172,237,10,21,0,2.60,0.28,0.60
user_eighteen,5/4/2016,5232,Wednesday,1842,1188,252,0,0,0,3.46,0.00,0.00
user_eighteen,5/5/2016,10611,Thursday,2262,1048,370,8,14,0,5.51,0.50,1.01
user_eighteen,5/6/2016,3755,Friday,1722,1238,202,0,0,0,2.48,0.00,0.00
user_eighteen,5/7/2016,8237,Saturday,1973,1116,233,16,23,0,2.83,1.00,1.61
user_eighteen,5/8/2016,6543,Sunday,2666,1019,238,35,66,0,2.02,0.50,1.80
user_eighteen,5/9/2016,11451,Monday,2223,1065,339,30,6,0,5.52,1.62,0.43
user_eighteen,5/10/2016,6435,Tuesday,1889,1191,220,18,11,0,2.39,1.12,0.74
user_eighteen,5/11/2016,9108,Wednesday,2131,1081,324,31,4,0,3.94,1.82,0.26
user_eighteen,5/12/2016,6307,Thursday,1452,736,247,0,0,0,4.17,0.00,0.00
user_nineteen,4/12/2016,7213,Tuesday,2947,718,263,0,0,0,5.85,0.00,0.00
user_nineteen,4/13/2016,6877,Wednesday,2898,777,258,0,0,0,5.58,0.00,0.00
user_nineteen,4/14/2016,7860,Thursday,2984,772,271,0,0,0,6.37,0.00,0.00
user_nineteen,4/15/2016,6506,Friday,2896,944,256,8,1,0,4.79,0.42,0.07
user_nineteen,4/16/2016,11140,Saturday,3328,556,335,24,3,0,7.54,1.25,0.24
user_nineteen,4/17/2016,12692,Sunday,3394,437,302,66,12,0,5.88,3.46,0.96
user_nineteen,4/18/2016,9105,Monday,3013,890,191,30,22,0,4.07,1.49,1.82
user_nineteen,4/19/2016,6708,Tuesday,2812,757,179,8,10,0,4.19,0.37,0.88
user_nineteen,4/20/2016,8793,Wednesday,3061,717,260,29,2,0,5.73,1.23,0.16
user_nineteen,4/21/2016,6530,Thursday,2729,901,144,41,4,0,2.94,2.05,0.31
user_nineteen,4/22/2016,1664,Friday,2241,1341,72,0,0,0,1.35,0.00,0.00
user_nineteen,4/23/2016,15126,Saturday,3691,469,408,66,9,0,8.27,3.24,0.76
user_nineteen,4/24/2016,15050,Sunday,3538,542,281,95,15,0,5.88,5.12,1.20
user_nineteen,4/25/2016,9167,Monday,3064,730,270,15,6,0,6.11,0.82,0.49
user_nineteen,4/26/2016,6108,Tuesday,2784,765,216,8,1,0,4.54,0.35,0.07
user_nineteen,4/27/2016,7047,Wednesday,2908,733,238,16,1,0,4.78,0.80,0.09
user_nineteen,4/28/2016,9023,Thursday,3033,738,232,9,14,0,5.77,0.42,1.13
user_nineteen,4/29/2016,9930,Friday,3165,692,267,19,12,0,6.07,0.92,1.06
user_nineteen,4/30/2016,10144,Saturday,3115,728,263,36,4,0,5.88,2.03,0.32
user_nineteen,5/1/2016,0,Sunday,2017,1440,0,0,0,0,0.00,0.00,0.00
user_nineteen,5/2/2016,7245,Monday,2859,1131,195,40,5,0,3.76,1.74,0.38
user_nineteen,5/3/2016,9454,Tuesday,3145,729,313,0,0,0,7.67,0.00,0.00
user_nineteen,5/4/2016,8161,Wednesday,3004,757,251,15,4,0,5.54,0.73,0.34
user_nineteen,5/5/2016,8614,Thursday,3006,745,241,5,8,0,6.09,0.22,0.67
user_nineteen,5/6/2016,6943,Friday,2859,682,207,16,1,0,4.87,0.66,0.08
user_nineteen,5/7/2016,14370,Saturday,3683,577,439,46,5,0,8.97,2.31,0.37
user_nineteen,5/8/2016,12857,Sunday,3287,1019,192,125,9,0,3.54,6.21,0.68
user_nineteen,5/9/2016,8232,Monday,2990,746,253,12,0,0,6.10,0.57,0.00
user_nineteen,5/10/2016,10613,Tuesday,3172,701,262,37,1,0,6.65,1.88,0.08
user_nineteen,5/11/2016,9810,Wednesday,3069,784,235,41,10,0,4.98,2.16,0.78
user_nineteen,5/12/2016,2752,Thursday,1240,241,68,0,0,0,2.23,0.00,0.00
user_twenty,4/12/2016,11596,Tuesday,2026,767,277,13,19,0,5.41,0.79,1.37
user_twenty,4/13/2016,4832,Wednesday,1718,647,226,0,0,0,3.16,0.00,0.00
user_twenty,4/14/2016,17022,Thursday,2324,693,256,41,61,0,4.67,2.45,4.00
user_twenty,4/15/2016,16556,Friday,2254,689,239,38,58,0,4.71,1.98,4.16
user_twenty,4/16/2016,5771,Saturday,1831,521,288,0,0,0,3.77,0.00,0.00
user_twenty,4/17/2016,655,Sunday,1397,943,46,0,0,0,0.43,0.00,0.00
user_twenty,4/18/2016,3727,Monday,1683,622,206,0,0,0,2.43,0.00,0.00
user_twenty,4/19/2016,15482,Tuesday,2284,756,249,28,69,0,4.18,1.66,4.28
user_twenty,4/20/2016,2713,Wednesday,1570,598,148,0,0,0,1.77,0.00,0.00
user_twenty,4/21/2016,12346,Thursday,2066,801,177,42,47,0,2.96,2.16,2.95
user_twenty,4/22/2016,11682,Friday,2105,781,270,16,25,0,5.60,0.63,1.38
user_twenty,4/23/2016,4112,Saturday,1776,443,272,0,0,0,2.68,0.00,0.00
user_twenty,4/24/2016,1807,Sunday,1507,582,104,0,0,0,1.18,0.00,0.00
user_twenty,4/25/2016,10946,Monday,2033,732,201,11,51,0,3.69,0.57,2.93
user_twenty,4/26/2016,11886,Tuesday,2093,750,238,18,40,0,4.46,0.93,2.37
user_twenty,4/27/2016,10538,Wednesday,1922,745,206,16,16,0,4.74,1.00,1.14
user_twenty,4/28/2016,11393,Thursday,1999,727,165,13,49,0,3.17,0.75,3.71
user_twenty,4/29/2016,12764,Friday,2169,709,270,15,46,0,4.91,0.64,2.79
user_twenty,4/30/2016,1202,Saturday,1463,506,84,0,0,0,0.78,0.00,0.00
user_twenty,5/1/2016,5164,Sunday,1747,436,237,0,0,0,3.37,0.00,0.00
user_twenty,5/2/2016,9769,Monday,1996,724,227,9,23,0,4.90,0.41,1.06
user_twenty,5/3/2016,12848,Tuesday,2116,812,247,29,26,0,5.68,1.20,1.50
user_twenty,5/4/2016,4249,Wednesday,1698,651,224,0,0,0,2.77,0.00,0.00
user_twenty,5/5/2016,14331,Thursday,2156,692,241,29,44,0,4.43,1.66,3.43
user_twenty,5/6/2016,9632,Friday,1916,761,229,9,21,0,4.23,0.54,1.52
user_twenty,5/7/2016,1868,Saturday,1494,902,96,0,0,0,1.22,0.00,0.00
user_twenty,5/8/2016,6083,Sunday,1762,505,210,8,3,0,3.30,0.47,0.22
user_twenty,5/9/2016,11611,Monday,2272,667,251,22,59,0,4.56,0.89,2.13
user_twenty,5/10/2016,16358,Tuesday,2335,707,265,40,61,0,5.20,1.61,3.87
user_twenty,5/11/2016,4926,Wednesday,1693,628,195,0,0,0,3.22,0.00,0.00
user_twenty,5/12/2016,3121,Thursday,741,222,48,6,8,0,1.06,0.40,0.58
user_twentyone,4/12/2016,8135,Tuesday,3405,728,140,16,86,0,2.10,0.38,3.60
user_twentyone,4/13/2016,5077,Wednesday,2551,776,144,11,15,0,3.25,0.22,0.32
user_twentyone,4/14/2016,8596,Thursday,4022,662,176,30,118,0,2.78,0.31,3.33
user_twentyone,4/15/2016,12087,Friday,4005,695,199,54,115,0,3.56,1.60,3.92
user_twentyone,4/16/2016,14269,Saturday,4274,472,158,56,184,0,2.73,1.28,6.64
user_twentyone,4/17/2016,12231,Sunday,4552,525,159,37,200,0,2.32,0.83,5.98
user_twentyone,4/18/2016,9893,Monday,3625,623,130,32,114,0,1.82,0.72,4.86
user_twentyone,4/19/2016,12574,Tuesday,3501,733,111,23,108,0,1.76,0.64,7.02
user_twentyone,4/20/2016,8330,Wednesday,3192,773,113,16,87,0,1.76,0.34,4.12
user_twentyone,4/21/2016,10830,Thursday,4018,670,175,74,110,0,2.78,1.66,3.65
user_twentyone,4/22/2016,9172,Friday,3329,823,200,30,62,0,3.30,0.79,2.42
user_twentyone,4/23/2016,7638,Saturday,3152,627,223,24,24,0,4.14,0.36,1.21
user_twentyone,4/24/2016,15764,Sunday,4392,425,141,65,210,0,1.98,2.15,7.65
user_twentyone,4/25/2016,6393,Monday,3374,743,214,38,61,0,2.76,0.67,1.35
user_twentyone,4/26/2016,5325,Tuesday,3088,759,181,32,38,0,2.47,0.65,0.85
user_twentyone,4/27/2016,6805,Wednesday,3294,773,190,16,63,0,2.93,0.40,1.81
user_twentyone,4/28/2016,9841,Thursday,3580,692,141,51,99,0,3.01,1.17,3.25
user_twentyone,4/29/2016,7924,Friday,3544,739,165,36,97,0,2.47,0.61,2.84
user_twentyone,4/30/2016,12363,Saturday,4501,621,163,45,207,0,2.61,0.79,5.83
user_twentyone,5/1/2016,13368,Sunday,4546,499,178,72,194,0,3.24,1.44,5.31
user_twentyone,5/2/2016,7439,Monday,3014,732,235,20,37,0,4.07,0.35,1.12
user_twentyone,5/3/2016,11045,Tuesday,3795,580,212,8,97,0,3.57,0.15,4.52
user_twentyone,5/4/2016,5206,Wednesday,2755,631,141,9,25,0,2.08,0.25,1.56
user_twentyone,5/5/2016,7550,Thursday,3004,1153,143,21,45,0,2.67,0.47,2.50
user_twentyone,5/6/2016,4950,Friday,2643,1304,79,16,41,0,1.45,0.32,1.93
user_twentyone,5/7/2016,0,Saturday,1819,1440,0,0,0,0,0.00,0.00,0.00
user_twentyone,5/8/2016,0,Sunday,1819,1440,0,0,0,0,0.00,0.00,0.00
user_twentyone,5/9/2016,3421,Monday,2489,1099,70,11,34,0,0.99,0.14,1.43
user_twentyone,5/10/2016,8869,Tuesday,3841,639,194,37,104,0,3.35,0.75,2.56
user_twentyone,5/11/2016,4038,Wednesday,1665,257,63,15,45,0,0.89,0.30,1.83
user_twentytwo,4/12/2016,0,Tuesday,1496,1440,0,0,0,0,0.00,0.00,0.00
user_twentytwo,4/13/2016,0,Wednesday,1496,1440,0,0,0,0,0.00,0.00,0.00
user_twentytwo,4/14/2016,0,Thursday,1496,1440,0,0,0,0,0.00,0.00,0.00
